,company_name,rating,reviews,salary,n_interviews,n_jobs,n_photos
1439,Rackspace,3.9,503,3.6k,54,104,--
1440,Fiat India Automobiles,3.7,504,2.2k,31,--,--
1441,Future Lifestyle Fashion,4.1,502,2.1k,8,--,--
1442,Saudi Aramco,4.6,494,1.5k,43,--,--
1443,PrimEra Medical Technologies,4.0,511,2.7k,42,11,--
1444,Greenply,4.0,504,2.1k,23,3,--
1445,Times Group,3.9,502,4.5k,21,36,--
1446,Qualitest,3.7,510,5.7k,50,53,--
1447,Cloudnine Hospital,4.0,506,2.1k,23,9,2
1448,Ebix Software India,3.3,506,4.9k,22,24,--
1449,Karvy Data Management Services,3.8,503,2.5k,14,--,1
1450,Ge India Industrial,4.3,502,1.5k,13,--,--
1451,Tata Power Delhi Distribution,3.9,501,2.6k,22,--,1
1452,Smollan Group,4.4,501,1.3k,23,8,5
1453,ShareChat,3.6,508,2.3k,53,11,18
1454,Indostar Capital Finance,4.5,503,1.6k,17,2,3
1455,Luxoft,4.0,501,3.6k,78,47,4
1456,BankBazaar,3.4,501,3.2k,33,38,6
1457,Courtyard by Marriott,4.2,500,1.2k,14,--,--
1458,Dhani Healthcare,3.6,500,2.2k,57,1,--
1459,Affinity Express,3.1,503,2.5k,27,9,2
1460,Kothari Agritech,4.8,502,556,40,--,21
1461,Vastu Housing Finance,4.4,506,1.4k,28,20,7
1462,Hitachi Energy,4.1,506,4k,53,268,2
1463,Dhanuka Agritech,3.8,499,1.6k,31,2,2
1464,Vakrangee,3.7,497,1.4k,7,--,19
1465,Sadbhav Engineering,4.4,496,1.7k,9,--,4
1466,Sterlite Power,4.0,506,2.7k,19,9,--
1467,Travel Food Services,3.9,503,1.7k,15,--,--
1468,AVTEC,3.8,496,2.1k,18,--,1
1469,IDEMIA,4.1,501,3.3k,31,29,2
1470,TO THE NEW,3.8,504,4.2k,68,27,1
1471,Renault,4.3,495,1.9k,21,105,3
1472,ChannelPlay,4.0,495,1.7k,15,178,--
1473,Credence Resource Management,3.6,497,2.4k,24,17,--
1474,Psp Projects,3.9,496,2k,35,5,--
1475,AVEVA,4.3,494,1.7k,17,31,5
1476,Patel Infrastructure,4.0,499,1.9k,21,9,6
1477,Geojit Financial Services,3.7,490,2k,23,4,--
1478,Principal Global Services,4.2,499,4.6k,50,13,5
1479,Adidas,4.0,495,2.8k,57,262,1
1480,Ongc Petro Additions,4.0,494,3.5k,29,--,--
1481,House Of Anita Dongre,4.2,493,1.5k,12,5,--
1482,WSP,4.2,499,1.4k,50,90,3
1483,MOURI Tech,3.9,497,4.6k,40,177,1
1484,Hitachi Digital Services,3.8,494,4.6k,43,23,35
1485,Neuland Laboratories,4.1,493,2.5k,31,10,--
1486,Orient Cement,4.3,493,2.3k,33,1,--
1487,Fedbank Financial Services,4.1,491,2.4k,22,47,--
1488,Grab A Grub Services,3.9,489,1.7k,19,--,--
1489,MothersonSumi INfotech & Designs,3.3,492,3.9k,26,37,--
1490,Country Holidays Inn & Suites,4.4,489,153,108,--,3
1491,Writer Corporation,3.8,494,2k,21,19,2
1492,Goodyear,4.0,490,2.5k,34,12,15
1493,Bisk Farm,4.0,491,1.4k,13,15,--
1494,Expleo Solutions,4.0,491,4k,37,--,--
1495,Venus Remedies,4.4,487,871,22,39,10
1496,BEML,4.1,486,1.6k,15,--,6
1497,Triveni Engineering & Industries,4.1,483,2.1k,23,--,--
1498,Quikr,3.9,488,3.4k,27,6,7
1499,Adani Solar,4.0,484,1.4k,34,--,--
1500,V-Trans,4.1,487,1.6k,18,1,--
1501,Jai Balaji Group,3.6,486,2.5k,24,--,--
1502,Saud Bahwan Group,3.3,485,1.2k,9,--,1
1503,SoftAge Information Technology,3.6,484,887,6,4,--
1504,HCL Comnet,3.9,484,1.8k,3,--,--
1505,Patel Engineering,4.2,490,1.9k,26,--,4
1506,M3M India,4.2,489,2.2k,26,--,3
1507,Mahindra Tractors,4.3,488,364,16,--,--
1508,Updater Services,4.0,487,2.2k,17,52,2
1509,Genesys International Corporation,3.8,487,2.7k,17,8,1
1510,Hilti,3.7,485,2.7k,40,36,4
1511,Bunge India,4.0,485,2.5k,26,6,--
1512,3M,4.2,484,2.9k,18,39,--
1513,Amadeus,4.0,492,6.1k,72,26,3
1514,Clarivate,3.8,488,4.4k,50,38,--
1515,Entrata,4.4,485,2.5k,24,9,9
1516,Samunnati Financial Intermediation and Services,4.5,483,744,14,1,--
1517,RITES,4.0,482,2.1k,24,--,--
1518,T.v. Sundram Iyengar & Sons,4.2,480,1.5k,7,--,--
1519,Quality Austria Central Asia,3.5,479,1.5k,15,13,--
1520,Zydus Healthcare,4.0,493,2.1k,22,--,--
1521,Allied Digital Services,3.5,484,2.5k,29,5,1
1522,TTK Prestige,4.0,477,2k,29,4,1
1523,HBL Power Systems,4.0,474,1.9k,26,2,--
1524,Wipro Digital,3.6,480,5.9k,59,--,--
1525,Portea Medical,4.4,477,1.3k,19,10,--
1526,Renovision Automation Services,3.7,477,1.8k,14,9,--
1527,Holiday Inn,4.2,477,1.3k,14,--,--
1528,TVS Electronics,3.8,481,1.8k,18,20,--
1529,Visteon,3.9,480,4.1k,30,5,--
1530,Central Reserve Police Force,4.7,478,1k,6,--,--
1531,ATS Infrastructure,3.9,472,2.1k,25,6,--
1532,Okaya Power,3.8,480,2.1k,25,3,--
1533,Orient Technologies,3.9,480,2.8k,16,--,2
1534,Asb International,4.1,479,2.3k,16,3,--
1535,Jyothy Laboratories,4.2,477,1.6k,17,14,6
1536,Vivanta by Taj,4.2,477,670,19,--,--
1537,Y-Axis Overseas Careers,3.5,476,1.3k,17,8,--
1538,Surya Roshni,4.1,475,1.9k,14,--,3
1539,Rane NSK Steering Systems,4.1,472,1.8k,25,--,1
1540,Zee Entertainment Enterprises,3.7,490,3.8k,26,6,6
1541,_VOIS,4.1,489,2.9k,68,168,16
1542,Bharat Serums and Vaccines,3.9,479,1.9k,18,14,1
1543,TCI Express,3.9,479,1.7k,27,12,--
1544,Centum Learning,3.8,477,1.5k,20,53,--
1545,Yatra,3.7,475,3.2k,22,70,5
1546,Qatar Airways,4.3,478,1.7k,50,2,--
1547,Saint Gobain Glass,4.0,477,1.6k,13,--,--
1548,My Home Industries,4.3,473,2.1k,27,6,2
1549,HRH Next Services,3.2,476,1.7k,28,1,--
1550,PPG Asian Paints,4.0,473,2.4k,29,1,3
1551,Avalon Technologies,3.9,475,2.9k,20,19,--
1552,Forbes Marshall,4.1,474,2.4k,31,16,12
1553,United Colors of Benetton,4.5,472,1.3k,16,--,4
1554,Mahindra Automotives,4.1,477,3.1k,20,--,--
1555,Veritas,4.1,474,4.4k,39,6,1
1556,Inox Wind,3.7,471,2k,33,--,1
1557,Nephroplus,4.0,471,5.1k,21,34,1
1558,Kissht Finance,4.1,471,1.7k,21,2,--
1559,Housing.com,3.8,473,2.6k,48,53,40
1560,Victora Group,3.9,472,2.5k,22,--,--
1561,Lohia Group,3.7,471,2.1k,34,--,--
1562,Metso Outotec,4.3,469,2.1k,39,5,1
1563,Vadilal Industries,4.2,465,1.6k,20,15,--
1564,Keventer,4.0,471,1.9k,17,2,--
1565,Livpure,4.0,470,1.7k,20,8,--
1566,CARE,4.4,470,1.3k,35,--,--
1567,Syneos Health,4.1,475,2.7k,33,--,5
1568,Jubilant Generics,4.0,470,2.6k,15,--,--
1569,Family Health Plan,4.0,469,1.8k,29,6,--
1570,Educomp Solutions,3.5,464,772,3,--,--
1571,McNally Bharat Engineering,4.2,464,1.6k,11,1,--
1572,Doosan Power Systems,4.1,471,2.4k,26,--,3
1573,Marlabs,3.4,471,5.3k,27,40,--
1574,St. Xavier's High School,4.0,463,1.4k,12,6,--
1575,Kellogg,4.3,463,2k,18,--,--
1576,JM Financial,3.8,468,3.4k,28,12,1
1577,Revent Group,4.0,459,516,15,--,--
1578,Testbook.com,3.7,473,2.9k,60,189,10
1579,Sri Chaitanya Techno Schools,4.0,470,1.7k,23,--,1
1580,RR kabel,4.2,469,2k,29,4,--
1581,Akal Information Systems,4.1,466,1.7k,21,31,--
1582,ALTEN,3.8,477,3.8k,49,32,10
1583,UnitedLex,3.2,469,3k,53,99,7
1584,Emami Agrotech,3.9,466,2.2k,27,14,--
1585,Medley Pharmaceuticals,4.1,463,1.7k,30,18,--
1586,CTS Consulting & Technical Support,3.8,468,9k,113,--,--
1587,Medtronic,4.0,461,3.6k,50,298,--
1588,Yokogawa,3.7,464,3.3k,27,36,--
1589,HLL Lifecare,3.7,463,1.6k,32,15,1
1590,Genus Power Infrastructures,4.0,462,2.3k,32,2,--
1591,Bluestream Software Solution,4.7,460,28,3,--,--
1592,Wipro PARI,3.6,470,2.1k,28,6,3
1593,Reliance Smart,4.2,467,1.7k,18,--,9
1594,Mitsubishi Electric,4.2,459,2.3k,17,13,4
1595,Essjay Ericsson,4.2,459,1k,10,1,--
1596,JK Tech,3.8,460,3.7k,24,20,4
1597,Gestamp,3.7,459,2.1k,10,--,--
1598,Army Public School,4.3,460,1.1k,39,--,--
1599,Vestige,4.3,460,1.4k,28,--,2
1600,Carborundum Universal,4.0,459,2.2k,17,3,--
1601,Tiger Analytics,3.5,470,4.8k,112,44,5
1602,Casagrand,4.0,464,2.5k,34,12,--
1603,BDO India LLP,3.6,459,3.8k,48,139,8
1604,Voltech,3.7,453,1.8k,22,1,8
1605,London Stock Exchange Group,4.1,466,4.6k,66,--,--
1606,Nomura Holdings,3.9,461,5.7k,48,105,1
1607,Coal India,4.1,456,1.7k,52,--,3
1608,Fidelity International,4.2,456,4.4k,38,19,--
1609,Levi Strauss & Co.,4.5,454,1.7k,15,--,1
1610,Dodsal Engineering & Construction,4.4,454,866,15,--,--
1611,Rockwell Automation,4.1,457,4k,57,20,6
1612,eMids Technologies,3.7,456,5.2k,29,50,1
1613,CDK Global,3.7,455,3.5k,27,4,--
1614,Fiem Industries,3.8,455,2.5k,14,--,--
1615,Shriram Automall,3.9,451,1.2k,20,3,--
1616,Amul India,4.3,461,2.2k,41,1,2
1617,Metriqe Solutions,4.3,460,943,14,7,5
1618,BSH Home Appliances Group,4.2,459,1.7k,17,1,--
1619,The Times of India,4.0,457,3k,26,4,--
1620,Shriram Housing Finance,4.0,457,1.8k,31,7,1
1621,Utility Powertech,4.0,456,1.8k,20,--,2
1622,DealShare,3.4,453,2.2k,31,20,4
1623,Suma Soft,3.9,457,2.7k,31,9,4
1624,Nvidia,4.1,454,4.3k,72,--,20
1625,Varun Motors,4.1,454,1.8k,8,--,3
1626,Centaur Pharmaceuticals,3.5,451,2.3k,18,4,--
1627,Accel Frontline,3.9,448,1k,6,72,--
1628,Eicher Motors,4.2,452,1.5k,29,--,--
1629,Vaaman Engineers,3.8,451,1.7k,36,7,--
1630,NTT,4.0,456,3.6k,35,8,--
1631,Khazana Jewellery,4.0,454,1.4k,33,29,4
1632,Foray Software,3.6,450,3.8k,27,28,--
1633,Xerox,3.9,448,2.3k,15,2,--
1634,le méridien,4.1,446,1.3k,16,--,--
1635,Central Public Works Department,4.4,444,1.3k,8,--,1
1636,Satya MicroCapital,3.8,454,1.5k,39,5,--
1637,NecLife,3.8,451,2k,24,2,--
1638,Ramboll,4.3,451,2.5k,25,--,6
1639,Quislex Legal Services,3.9,450,1.7k,18,--,--
1640,Hetero Healthcare,3.6,449,2k,21,3,--
1641,Schindler Group,3.8,447,2.1k,19,--,--
1642,Hi Tech Gears,3.9,445,2.2k,24,--,--
1643,Nihilent,3.6,453,5k,43,16,19
1644,Lear Corporation,4.1,451,2.8k,17,11,--
1645,Licious,3.9,451,2.4k,34,19,--
1646,Electronica Finance,4.2,521,1.8k,25,25,9
1647,InternEzy,5.0,510,3,--,--,--
1648,LanceSoft,3.2,454,3.2k,44,14,--
1649,Offshore Infrastructures,4.2,448,1.9k,13,--,1
1650,GlobalData,3.6,448,3.5k,30,10,--
1651,NxtWave,4.0,454,1.2k,95,425,14
1652,Apple,4.3,446,3.8k,79,4,--
1653,Ather Energy,4.1,446,2.9k,36,2,8
1654,Kidzee,4.2,445,1.2k,14,1,--
1655,Prama Hikvision India,3.6,447,2.2k,33,22,1
1656,Technip Energies,4.1,447,2.9k,52,89,5
1657,ASG Eye Hospital,3.9,447,1.3k,29,91,--
1658,B. G. Shirke Construction Technology,4.3,445,2.4k,33,3,1
1659,VRL Logistics,4.0,444,1.4k,14,--,--
1660,IL&FS Engineering and Construction,4.5,442,1.1k,12,--,--
1661,Stock Holding Corporation of India,3.6,440,1.7k,19,--,3
1662,Tracxn,3.2,448,2.3k,70,47,--
1663,Ameriprise Financial,3.8,447,3.9k,40,--,--
1664,Tekwissen,4.8,444,376,7,--,1
1665,Magneti Marelli Motherson Auto System,3.8,441,1.7k,17,--,--
1666,Ministry of Defence,4.5,440,1.9k,5,--,--
1667,Amber Enterprises India,3.9,447,2.2k,30,8,2
1668,Praj Industries,4.3,445,2.5k,25,19,1
1669,Sintex-bapl,3.8,442,2.2k,26,--,--
1670,Ziqitza Health Care,4.0,440,1.2k,16,28,--
1671,Talentpro,4.1,447,2k,20,--,--
1672,Hindware,4.0,447,1.8k,31,9,1
1673,Thryve Digital,4.1,444,4k,42,14,6
1674,Infor Global Solution,4.1,444,5.1k,39,78,9
1675,Go First,3.7,443,2.2k,36,--,--
1676,Royaloak Incorporation,4.0,443,1.2k,22,43,3
1677,Pennar Industries,3.7,441,2.7k,20,3,--
1678,Becton Dickinson,4.1,446,2.8k,24,44,--
1679,CompuCom,4.0,442,3k,30,7,15
1680,Colt Technology Services,4.4,442,3.2k,21,5,4
1681,Vikram Solar,3.9,441,2.1k,22,--,1
1682,Airports Authority of India,4.4,441,1.7k,39,--,4
1683,VDart,4.5,439,686,19,1,30
1684,ITC Limited Foods Division,4.0,438,1.3k,29,--,--
1685,NBTC GROUP,3.6,438,1.2k,13,--,--
1686,Delta Electronics,4.0,445,2.8k,36,6,5
1687,Bristlecone,3.7,443,5.2k,34,3,--
1688,BharatMatrimony.com,3.9,441,1.8k,15,14,--
1689,Bridgestone,4.2,441,2.2k,27,--,--
1690,Orient Craft,3.7,436,2.1k,7,--,4
1691,Ultimate Kronos Group,3.6,444,3.4k,42,117,27
1692,Dodla Dairy,4.3,440,1.5k,25,24,2
1693,Ferrero,3.9,438,1.8k,14,10,--
1694,Maxgen Technologies,4.6,436,1.1k,9,--,1
1695,Cpf India,4.2,440,1.5k,18,--,1
1696,Lenovo,4.2,438,3k,23,4,29
1697,Vedang Cellular Services,4.0,437,1.4k,18,6,1
1698,Macawber Beekay,4.2,436,1.5k,7,2,1
1699,Vasudha Pharma Chem,3.7,436,2.1k,22,--,--
1700,Amar Ujala,4.0,435,1.8k,15,28,--
1701,Pyramid IT Consulting,3.2,439,2.5k,19,27,--
1702,Collegedunia,3.2,438,2.6k,52,146,--
1703,Godrej Industries,4.2,437,2.3k,33,89,--
1704,PTC,4.2,436,3.5k,37,29,1
1705,LIC Housing Finance,4.1,434,1.7k,13,3,--
1706,Sulekha.com,4.2,433,2.1k,13,40,--
1707,Recpdcl.ltd,4.0,431,1k,15,--,--
1708,PCBL Limited,3.9,441,2.2k,47,3,1
1709,LG Soft India,3.5,436,3.6k,50,6,1
1710,Corteva Agriscience,4.3,436,2.1k,18,--,1
1711,Maini Precision Products,3.7,432,2.8k,19,16,--
1712,Optimum Infosystem,3.5,442,2.6k,40,36,13
1713,EaseMyTrip.com,3.9,434,1.2k,13,26,5
1714,Apollo Health and Lifestyle,4.3,434,2.1k,22,--,1
1715,Maharashtra State Electricity Distribution Company,4.2,434,1.1k,14,--,--
1716,ZTE Corporation,4.0,429,1.5k,17,2,--
1717,Practo,3.2,437,2.8k,55,25,15
1718,Nucleus Software Exports,3.6,437,4.4k,25,8,1
1719,BSCPL Infrastructure,3.7,436,1.5k,26,7,--
1720,Me n Moms,4.4,434,1.1k,29,4,2
1721,Dishman Carbogen Amcis,3.8,431,1.8k,26,3,--
1722,Paras Dairy,3.6,431,1.5k,12,--,1
1723,Saudi Binladin Group,4.2,428,622,21,--,--
1724,B.L. Kashyap & Sons,4.0,438,1.5k,30,5,--
1725,Cuemath,3.8,433,1.7k,27,58,--
1726,Cairn Energy,4.1,432,3.1k,26,--,3
1727,Dimension Data,4.3,428,2.4k,7,10,--
1728,SLMG Beverages,4.0,434,1.8k,22,--,4
1729,Finastra,3.9,433,4.5k,32,--,14
1730,Agrostar,4.1,432,1.4k,45,6,1
1731,L & W Constructions,3.6,432,1.9k,20,12,--
1732,Peel-works,4.1,429,727,9,22,--
1733,Data Entry,4.0,433,1.7k,75,5,--
1734,NetConnectGlobal,3.5,431,2.3k,18,30,4
1735,Almarai,4.3,423,861,12,--,--
1736,S.K. Finance,4.1,437,1.7k,32,--,5
1737,Hinduja Housing Finance,3.9,435,1.8k,22,9,5
1738,NJ India Invest,3.8,431,1.1k,38,111,1
1739,FCC Clutch,4.2,429,2.1k,27,--,--
1740,J K Fenner,3.9,428,1.8k,17,2,--
1741,Wockhardt Hospital,4.2,427,1.6k,13,18,5
1742,Transport Corporation Of India,4.1,423,1.7k,15,--,--
1743,Suraksha Diagnostic,3.8,433,1.3k,31,15,--
1744,Prince Pipes & Fittings,4.3,429,1.9k,17,10,--
1745,Bharat Gears,4.2,429,2.1k,20,--,--
1746,AI Airport Services,3.7,429,1k,27,--,--
1747,Blackberrys,4.2,428,1.7k,20,8,4
1748,Enterprise Growth Accelerator,3.5,426,913,8,1,--
1749,Gartner,4.2,432,4.9k,35,125,4
1750,Toyota Industries Engine India,4.4,426,1.5k,21,--,--
1751,Oriental Structural Engineers,4.4,424,1.4k,8,1,--
1752,Aurigo,4.8,430,816,7,20,--
1753,Tecnimont,3.8,426,2.2k,15,17,--
1754,Kajaria Ceramics,4.2,425,1.7k,16,--,--
1755,Manjushree Technopack,3.8,425,2.3k,27,7,29
1756,CtrlS,3.9,440,2.6k,32,5,5
1757,Alorica,3.2,428,1.6k,51,30,16
1758,Canon,4.2,422,1.9k,14,--,--
1759,Texmo Industries,3.9,422,1.5k,15,2,--
1760,Nelito System,3.6,420,2.9k,20,19,--
1761,Magus Customer Dialog,3.5,419,1.1k,7,--,--
1762,Glorious Insight,4.8,419,169,1,1,--
1763,Celebi Aviation Holding,4.1,419,798,17,3,--
1764,Blue Yonder,4.3,424,5.4k,26,72,14
1765,SMC Global Securities,3.5,423,2.1k,29,12,--
1766,CJ Darcl Logistics Limited,4.0,423,1.4k,23,--,60
1767,Jayaswal Neco Industries,4.1,422,1.8k,21,--,--
1768,Bahwan Engineering,4.2,421,1.1k,20,5,--
1769,Turtlemint,3.6,420,1.9k,30,29,--
1770,Spoton Logistics,4.5,418,1.3k,16,--,--
1771,Moglix,3.6,424,2.6k,37,68,6
1772,Boeing,4.0,425,5.7k,49,13,4
1773,Assystem,3.9,423,1.1k,18,8,--
1774,RuralShores,4.1,421,1.1k,10,--,1
1775,Autoliv,4.0,421,2.2k,17,--,--
1776,WayCool Foods and Products,3.7,421,2.5k,33,7,2
1777,Sudarshan Chemical Industries,3.8,419,2.3k,22,3,4
1778,Chaayos,3.6,419,1.5k,28,13,14
1779,Pamac Finserve,3.7,417,1.3k,15,--,--
1780,Advantmed,3.7,419,2.1k,31,29,--
1781,Heidelberg Cement,4.2,417,1.7k,21,1,1
1782,Herbalife International,4.1,423,2.3k,19,80,5
1783,Vizag Steel,4.2,420,1.3k,19,--,--
1784,IRB Infrastructure,4.2,418,1.2k,11,24,--
1785,Philips Innovation Campus,3.9,417,3.8k,32,--,--
1786,Williams Lea,4.1,416,3k,26,39,--
1787,Hamilton Housewares,4.0,415,2k,24,12,3
1788,EdgeVerve Systems,3.6,415,4.5k,44,19,--
1789,Cadbury,4.5,413,894,16,--,--
1790,Riya Travel,3.8,413,1.8k,9,7,5
1791,Westin,4.0,415,1.3k,14,--,--
1792,Damco Solutions,4.2,415,1.8k,15,25,6
1793,National Payments Corporation of India,3.8,423,3.1k,36,5,10
1794,Capco Technologies,3.7,416,3.7k,52,126,19
1795,Marelli,3.8,413,2.5k,28,--,13
1796,Schoolnet India,3.8,410,1.2k,9,10,--
1797,DeHaat,3.7,419,1.2k,45,15,1
1798,Continental,4.0,415,3.3k,38,178,--
1799,Bahwan CyberTek,3.9,414,3.3k,25,27,23
1800,FinThrive,3.9,411,1.2k,14,1,--
1801,Anlitiks,4.8,410,3,--,--,--
1802,Gandhi Automations,3.9,412,1.1k,25,9,8
1803,Al Turki Enterprises,3.7,408,1.2k,12,--,--
1804,DHL Global Forwarding,4.2,415,2.6k,21,--,--
1805,Baker Hughes,4.1,413,3.5k,36,89,--
1806,Etech Global Services,4.4,411,1.6k,27,9,--
1807,Pace Setters Business Solutions,3.3,411,1.1k,13,--,--
1808,Kirloskar Pneumatic,4.2,414,2.3k,27,4,--
1809,AT&T,4.2,410,3.7k,35,1,--
1810,RAK Ceramics,4.0,407,1.6k,23,15,8
1811,Nexdigm,3.4,410,2.5k,34,22,--
1812,Maersk Line,4.3,409,2.4k,21,1,5
1813,Craftsman Automation,3.9,409,2.3k,11,--,--
1814,H & R Johnson,4.0,406,1.3k,6,--,--
1815,Monte Carlo,4.2,410,2k,17,4,3
1816,iNurture Education Solutions,2.7,414,1.5k,31,10,--
1817,Five-Star Business Finance,4.4,412,1.5k,10,2,--
1818,RenewBuy,3.8,411,2.1k,29,5,6
1819,Mecon,3.9,410,1.7k,31,--,1
1820,BMC Software,4.2,408,3.6k,23,40,20
1821,Perficient,3.7,408,3.2k,23,31,4
1822,Sayaji Hotels,4.3,405,1.1k,6,--,3
1823,Ge T & D India,4.3,404,1.7k,7,--,--
1824,Vijai Electricals,3.6,402,1.5k,12,1,--
1825,Radico Khaitan,4.0,407,1.6k,17,--,--
1826,Hpl Electric & Power,3.6,407,1.9k,24,1,--
1827,Nagarjuna Fertilizers and Chemicals,4.0,406,1.4k,11,--,--
1828,Super Smelters,4.0,404,1.7k,19,--,--
1829,Cashify,3.8,404,2k,29,5,7
1830,Reshamandi,3.7,404,542,14,--,--
1831,Waaree Energies,4.0,409,2k,39,10,1
1832,Suroj Buildcon,4.2,406,1.3k,16,18,6
1833,CSC Global,3.5,403,1.6k,16,38,15
1834,Karvy DigiKonnect,3.0,402,1.9k,6,--,--
1835,Ess Kay Fincorp,4.0,401,1.3k,12,36,--
1836,JSW Paints,3.9,413,2k,48,2,8
1837,Karvy Data Management,3.2,401,2k,1,--,--
1838,Dr. Batras' Positive Health Clinic,3.6,409,1.1k,14,11,21
1839,Netmeds.com,3.6,405,2.1k,35,6,11
1840,CRYSTAL CROP PROTECTION,4.0,404,1.5k,12,--,--
1841,Vindhya Telelinks,4.1,403,1.6k,24,--,--
1842,Coats,4.0,402,1.7k,15,5,--
1843,Roop Polymers,4.1,401,1.7k,17,--,--
1844,Hindusthan National Glass,3.8,401,1.9k,22,--,--
1845,URC Construction,3.6,400,1.9k,39,--,--
1846,TriGeo Technologies,3.2,400,1.9k,24,--,--
1847,CMC,4.2,397,1.1k,16,--,--
1848,Solara Active Pharma Sciences,3.8,404,2.6k,31,3,--
1849,TSYS|Total System Services,4.4,403,2.9k,45,17,--
1850,Toothsi,2.8,403,1.9k,44,63,--
1851,Jindal Poly Films,3.7,402,2.2k,26,1,--
1852,Bajaj Capital Insurance,3.8,401,1.2k,19,--,4
1853,Metro Group of Hospitals,3.8,397,1k,11,4,1
1854,Adarsh Credit Co-Operative Society,4.0,395,935,3,--,--
1855,Cyfuture,3.3,402,2.4k,31,58,--
1856,Sterling Holiday Resort,3.9,400,1.6k,14,17,--
1857,Castrol,4.3,398,1.7k,15,--,--
1858,Syrma Technology,4.2,407,2k,15,1,--
1859,IDBI Intech Limited,3.7,401,2.5k,27,--,4
1860,Efs Facilities Services,3.9,400,1.1k,16,4,--
1861,Satyam Auto Components,4.0,399,2.3k,21,1,--
1862,Novotel Hotels,4.5,398,1.3k,14,--,7
1863,N.C.L. Industries,3.9,397,1.6k,26,23,--
1864,Dineshchandra R Agarwal Infracon,4.2,397,1.5k,20,4,1
1865,Axtria,3.4,406,4.8k,64,45,19
1866,Carrier,3.9,401,3k,37,90,2
1867,Glenmark Life Sciences,3.8,399,3.1k,26,--,--
1868,Deloitte Digital,3.9,398,2.6k,32,16,--
1869,HBL Global,4.1,395,458,5,--,--
1870,Trigent Software,3.8,404,3.3k,41,176,2
1871,Fena,4.2,398,1.3k,18,12,4
1872,Micron Electricals,4.0,394,2.1k,20,--,--
1873,BLK Super Speciality Hospital,4.1,398,1.3k,19,--,--
1874,Wellness Forever Medicare,4.0,394,1.5k,30,3,--
1875,Larsen & Toubro Group,4.1,395,1.5k,89,--,2
1876,Danfoss Industries,4.2,394,2.5k,21,32,--
1877,TVS Eurogrip,3.8,393,1.6k,21,5,--
1878,Indecomm Global Services,3.7,393,3.2k,17,28,4
1879,Sasken,3.6,396,3.6k,49,25,14
1880,Leighton Contractors,4.2,394,993,9,--,--
1881,Healthians,3.5,394,1.6k,30,31,6
1882,SIS Prosegur Holdings,3.8,393,1.1k,8,2,6
1883,Scientific Publishing Services,3.9,392,1.7k,12,--,--
1884,Škoda Auto Volkswagen,4.3,402,2.5k,15,10,14
1885,Reliance Infrastructure,4.1,394,2k,17,--,7
1886,South Indian Bank,3.7,391,2.4k,63,--,1
1887,Usha Martin,4.1,389,1.3k,14,--,--
1888,Reliance Capital,4.0,391,2.2k,18,1,--
1889,QHTalbros,3.6,391,1.4k,6,1,--
1890,Acadecraft,3.0,390,898,47,9,--
1891,Welspun Corp,4.1,396,1.7k,17,--,--
1892,North East Small Finance Bank,4.0,396,1.5k,12,--,--
1893,Inspirisys Solution,3.9,395,3.2k,32,8,--
1894,Torry Harris Integration Solutions,4.0,394,4.5k,41,8,--
1895,Tata Power Solar,4.3,393,1.9k,38,--,5
1896,Dr. Reddy's Foundation,4.1,393,1.5k,39,6,--
1897,IIFL Home Finance,4.0,392,1.6k,17,14,1
1898,Transrail Lighting,4.0,391,1.8k,24,5,10
1899,Moser Baer,4.1,384,952,7,--,--
1900,S P Singla Constructions,3.8,396,1.4k,20,1,--
1901,Jiva Ayurvedic Pharmacy,3.8,394,1.2k,22,30,2
1902,Sarovar Hotels & Resorts,4.3,393,1.3k,8,6,--
1903,NLC,4.5,393,977,16,--,5
1904,Universal Sompo General Insurance,3.8,392,1.9k,15,1,--
1905,Emerson Electric Co.,4.2,392,3.1k,41,357,3
1906,British Council,3.7,391,2.2k,15,4,7
1907,Einfochips,3.5,391,3.1k,42,43,5
1908,Jorie Healthcare,4.6,388,204,5,2,--
1909,Cvent,3.5,393,3.8k,49,28,6
1910,NICE,3.8,389,3.4k,43,30,27
1911,Carlsberg,4.3,385,1.7k,19,4,--
1912,smartData Enterprises,3.5,390,1.9k,16,12,4
1913,QUICK HEAL TECHNOLOGIES,3.8,386,2.6k,19,14,--
1914,Ramkrishna Forgings,3.7,392,2.1k,35,--,--
1915,Otsuka Pharmaceutical India Private Limited,4.2,390,1.5k,19,8,3
1916,Onshore Construction,3.8,389,1.6k,17,--,--
1917,Sulzer,3.8,389,2.3k,19,6,--
1918,RapiPay,4.1,388,1.3k,20,10,2
1919,Tuaman Engineering,4.2,384,1.3k,20,--,3
1920,GD Goenka Public School,3.9,387,1.2k,26,9,--
1921,Lite Bite Foods,4.5,385,1.4k,12,4,--
1922,Razorpay,3.8,394,3.9k,76,95,7
1923,FMC,4.2,390,1.5k,29,55,--
1924,Baazar Kolkata,4.3,389,980,21,1,8
1925,Value Point Systems,3.8,387,2k,16,16,--
1926,Navin Fluorine International,4.1,387,2.3k,23,1,--
1927,RealPage,3.8,389,3.2k,33,23,--
1928,Paramount Health Services Tpa,3.8,388,1.9k,21,48,--
1929,Bharat Biotech International,3.2,382,1.8k,38,7,--
1930,SG Analytics,3.6,382,2.5k,46,23,--
