,company_name,rating,reviews,salary,n_interviews,n_jobs,n_photos
3409,ESIC HOSPITAL,4.0,225,873,6,--,--
3410,Kyndal India,3.8,224,2.7k,2,2,--
3411,Refinitiv,4.2,224,2.5k,22,--,--
3412,Eaton India Innovation Center,4.1,224,1.7k,18,--,--
3413,Elcamino Software,3.3,224,856,16,--,--
3414,Belstar Investment and Finance,4.3,224,852,7,1,3
3415,ANTOLIN,3.7,228,1.4k,17,16,--
3416,Lincoln Pharmaceuticals,3.8,227,1.2k,14,26,--
3417,VSoft Technologies,3.8,226,1.4k,4,--,--
3418,Inlead Electronics,3.8,225,438,9,--,--
3419,Empower Retirement,3.7,225,2.1k,24,2,10
3420,Greentech Industries,4.0,225,998,7,--,--
3421,Inlead Electronics,3.8,225,438,9,--,--
3422,Empower Retirement,3.7,225,2.1k,24,2,10
3423,Cashpor Micro Credit,3.7,224,661,16,2,--
3424,MARK EXHAUST SYSTEMS,4.0,224,988,14,--,1
3425,AgreeYa Solutions,3.5,224,2.2k,15,28,--
3426,FCI CCM,4.4,223,398,8,14,90
3427,CG Foods,3.7,223,7.2k,9,3,--
3428,Rochem Separation Systems,3.9,223,1.1k,14,--,--
3429,Weblink In,3.8,222,948,10,33,--
3430,Connectwise India,3.9,230,2k,38,6,2
3431,MTR Foods,4.2,224,1k,15,3,--
3432,Festo,3.9,224,1.3k,11,4,--
3433,Kimberly-Clark,4.2,223,1.3k,8,10,--
3434,SBI Capital Markets,4.0,223,1.6k,14,--,--
3435,Network 18,3.6,223,2k,16,11,1
3436,Koyo Bearings India,4.1,222,969,5,--,--
3437,Entab Infotech,3.2,222,957,21,14,--
3438,Rolta India,2.7,221,1.2k,1,--,--
3439,Aegon Life Insurance,3.8,221,1.2k,4,--,--
3440,Munjal Auto Industries,3.8,221,1.1k,9,--,--
3441,Dr.SNS Rajalakshmi College Of Arts and Science,5.0,221,22,8,--,3
3442,Banswara Syntex,4.1,220,912,4,--,--
3443,Jade Global,3.7,227,2.5k,16,139,--
3444,Odessa,3.5,225,2.1k,31,19,6
3445,Borosil Glass Works,3.8,224,1.3k,6,2,--
3446,Western Union,4.1,224,2.3k,16,11,10
3447,Cargo Motors,3.7,223,863,6,1,--
3448,KSB Limited - Irrigation & Process Division (IPD),4.0,223,1.5k,12,--,--
3449,Leap Finance,4.2,223,597,21,9,1
3450,Dnata,3.9,222,1.1k,10,2,1
3451,Universal Corporation,3.8,222,955,8,1,--
3452,Saregama India,4.0,222,945,7,5,15
3453,AppInventiv Technologies,3.6,222,1.9k,39,32,10
3454,IVTL Infoview Technologies,3.7,221,2.9k,9,--,--
3455,NatWest Markets,4.0,221,2.5k,12,--,--
3456,Balaji Wafers,4.3,221,902,12,3,--
3457,Rahee Infratech,4.2,221,827,22,29,1
3458,AXIS MY INDIA,4.0,221,432,11,40,--
3459,Imperative Business Ventures,4.4,221,434,8,3,10
3460,HCL Healthcare,4.2,221,749,14,12,14
3461,PSA AVTEC Powertrain,3.4,220,1.3k,12,--,1
3462,CityMall,3.1,220,999,21,9,--
3463,Shivam Infocom,4.1,218,705,2,--,--
3464,Cameo Corporate Services,3.6,225,1.1k,11,13,--
3465,N Ranga Rao And Sons,4.1,223,780,3,2,--
3466,Veeba Foods,4.4,223,1k,12,3,--
3467,MindGate Solutions,3.4,222,2.2k,23,--,--
3468,Cotmac Electronics,4.1,221,1.3k,13,19,--
3469,Unibic Foods,4.2,221,926,8,5,--
3470,Trelleborg,4.1,220,1.3k,15,--,--
3471,KrazyBee,3.9,220,1.5k,11,8,1
3472,Woodland,3.8,219,898,5,--,--
3473,Minda Kosei Aluminum Wheel,4.0,219,860,16,--,--
3474,Case New-Holland Construction Equipment India,4.1,218,1k,9,--,--
3475,Bhavani Industries,3.6,218,1k,5,--,--
3476,Rakuten Symphony,3.7,232,2.1k,20,--,15
3477,TIDC India,4.1,224,1.1k,6,--,--
3478,Micro Plastics,3.9,222,1.2k,22,--,5
3479,Stellar Innovations,3.4,222,1.3k,13,2,1
3480,Aditya Birla Housing Finance,4.0,221,313,9,--,--
3481,Bony Polymers,4.0,221,1.1k,11,--,--
3482,Ascendum KPS,4.2,221,810,15,9,17
3483,NTPC GE Power Services,3.5,220,936,29,--,2
3484,Government of Maharashtra,4.2,220,1.7k,8,--,--
3485,ecare India,3.6,220,1k,8,10,--
3486,ATC Telecom Infrastructure,4.1,220,753,8,27,--
3487,Epsilon Carbon,3.8,220,1.3k,15,1,5
3488,NortonLifeLock's,4.1,220,2.1k,15,16,11
3489,Scania,4.5,219,601,10,--,1
3490,Religare Finvest,4.4,219,613,2,1,--
3491,Unique Identification Authority of India,4.3,219,781,8,--,--
3492,Fourrts,4.0,218,697,10,4,1
3493,The Indian Hume Pipe Co.,4.1,218,977,10,5,--
3494,Mobius Knowledge Services,3.7,218,1.7k,6,3,--
3495,Bombay Rayon Fashions,3.7,217,916,2,--,--
3496,B S R & Co Llp,3.4,224,2.9k,10,--,--
3497,Recipharm Pharmaservices,3.9,221,1.4k,5,--,--
3498,Cremica Food Industries,4.1,220,993,5,8,--
3499,Pepe Jeans,4.4,220,857,5,--,--
3500,Nuance Communications,4.3,220,1.8k,18,--,--
3501,Elico Healthcare Services,2.9,219,828,11,14,4
3502,Atul Auto,3.9,219,1.2k,23,--,1
3503,ESAF CO-OPERATIVE,3.7,219,749,11,1,--
3504,Onkar Infotech,4.0,217,797,6,3,--
3505,Gujarat Gas,4.2,217,933,10,--,--
3506,B2x Service Solutions,3.7,217,659,3,--,--
3507,Country Inns & Suites,4.1,216,758,5,--,1
3508,Paul Merchants,4.4,215,508,3,9,8
3509,Superhouse,3.6,213,1.1k,17,6,--
3510,Head Field Solutions,3.4,224,966,15,1,--
3511,Polyplex,4.4,220,932,6,4,--
3512,ReGen Powertech,3.8,217,588,8,--,--
3513,SAR Group,4.1,217,1.2k,11,2,1
3514,VERITY GLOBAL SOLUTIONS,3.3,217,1.2k,9,1,--
3515,Omninos Solutions,4.5,216,212,8,--,--
3516,Padmini VNA Mechatronics,4.2,216,1.2k,21,--,--
3517,Sundaram Business Services,3.6,216,1.1k,4,4,--
3518,MBD GROUP,3.8,215,942,5,--,2
3519,Garware Technical Fibres,3.9,215,1.2k,9,7,--
3520,Kuwait Oil Company,4.5,213,822,13,2,--
3521,Sun TV Network,3.8,219,1.2k,10,1,--
3522,AVL,3.9,218,1.4k,18,--,1
3523,ZIM Laboratories,3.5,217,1.1k,4,5,8
3524,Gi Group,3.7,217,981,9,50,--
3525,Hays Business Solutions,3.8,217,1.6k,14,13,--
3526,Bal Pharma,3.5,216,1.1k,12,1,--
3527,Prime Focus,4.0,216,765,1,4,--
3528,Shyam Indus Power Solutions,3.9,216,922,9,--,--
3529,Apex CoVantage,3.6,215,1.1k,6,3,--
3530,Shangri-la Hotels & Resorts,4.3,215,598,4,--,3
3531,Alembic,3.6,215,781,16,--,--
3532,Pratibha Industries,4.8,215,516,1,--,--
3533,Coolberg Beverages,3.4,215,525,17,20,6
3534,Focus Energy,3.5,212,822,18,3,--
3535,TrueBlue,3.9,221,1.6k,16,--,--
3536,Satguru Travels and Tour Services,3.1,218,997,13,9,2
3537,Arcesium,3.8,217,2.5k,48,13,--
3538,Ipsos,3.5,217,1.7k,22,23,--
3539,Hero Electric,4.3,216,945,14,--,--
3540,Path Infotech,4.1,215,1.5k,11,6,--
3541,Van Heusen,4.3,215,681,7,--,1
3542,Compunnel,3.9,214,1.7k,12,10,3
3543,Puranik Builders,3.8,214,1.2k,5,10,--
3544,Al-Yamama Group,3.8,214,424,9,--,1
3545,Linkquest Telecom,3.6,213,719,8,--,--
3546,Bajaj Energy,4.3,212,785,8,--,--
3547,Pharmarack Technologies,3.6,218,1.2k,16,3,--
3548,TestingXperts,4.2,217,1.9k,23,37,16
3549,MSP Steel & Power,4.0,217,941,21,14,--
3550,ANZ Operations & Technology,4.2,215,2.1k,16,--,--
3551,Forbes & Company,4.1,215,1.2k,10,--,--
3552,STAR,4.2,215,1.7k,9,6,--
3553,Hindustan Wellness,3.8,215,691,15,11,18
3554,Plasser India,4.2,215,1.3k,16,3,--
3555,Prolifics Corporation,3.6,215,2k,19,19,--
3556,Data-Core Systems,3.2,214,973,10,21,--
3557,Flyhomes,4.3,214,340,2,--,24
3558,Ichhapurti.com,2.4,214,656,18,15,--
3559,Meghalaya Cements,3.9,214,884,14,2,--
3560,EVRY India,4.0,214,2k,16,24,3
3561,British Biologicals,3.4,213,670,9,--,--
3562,Nalco water,4.1,213,968,12,8,--
3563,Muthoot Capital Services,3.8,213,786,2,4,3
3564,Sir Ganga Ram Hospital,4.1,213,773,7,22,--
3565,Schneider Electric Infrastructure,4.3,213,1.3k,4,--,--
3566,Miracle Software Systems,3.9,237,1.8k,13,19,--
3567,Bain & Company,3.9,217,3.9k,71,40,9
3568,Protiviti India Member,3.4,216,1.5k,15,89,--
3569,Xtancia Technosoft,4.2,216,20,19,--,1
3570,Abbott Nutrition International,4.0,215,816,7,--,--
3571,Purplle.com,3.7,215,1.2k,13,21,6
3572,QDegrees,3.5,215,771,8,14,35
3573,Arya Omnitalk,4.1,214,888,7,27,1
3574,Popular Vehicles and Services,4.1,214,1.2k,5,1,--
3575,Microsense,3.5,214,909,13,--,--
3576,Mahindra Susten,4.3,213,1.1k,8,--,--
3577,Broker Network,2.4,213,963,11,5,--
3578,Mindteck,3.5,213,2.1k,16,5,--
3579,Futwork,4.2,212,177,8,3,--
3580,Volvo Trucks,4.2,212,1.2k,18,--,--
3581,Groz Engineering Tools,4.2,212,1k,11,7,5
3582,Alchem International,4.0,208,1k,9,--,--
3583,KJS Cement,4.0,219,1k,14,8,2
3584,Walkaroo International,3.9,218,1.3k,19,15,--
3585,Yellow Diamond,4.3,215,809,13,2,--
3586,Spectranet,3.8,215,1.2k,11,2,--
3587,Wishfin,4.1,214,1.2k,5,19,26
3588,LKQ INDIA,3.9,214,1.6k,18,8,7
3589,Honda India Power Products,4.3,214,909,12,--,--
3590,Europa Locks,3.6,214,1.2k,11,4,--
3591,Pitney Bowes,4.0,214,1.8k,13,27,--
3592,Symphony,4.1,214,940,5,3,--
3593,H&R Block,4.4,213,1.5k,16,9,--
3594,PhyCARE Solutions,3.9,213,901,12,--,--
3595,Creamline Dairy Products,4.3,213,915,12,--,--
3596,Petrofac Engineering India,4.0,213,1.3k,8,19,--
3597,Gaja Engineering,4.1,213,995,13,4,1
3598,Tenon Facility Management,3.7,213,1k,12,--,--
3599,NTT-Netmagic,4.1,212,1.7k,3,--,2
3600,Softcell Technologies,4.0,212,1.7k,14,25,--
3601,Rajiv Gandhi Cancer Institute & Research Centre,4.0,212,821,10,9,--
3602,Rupa,3.9,211,874,7,2,--
3603,CES,3.9,211,2k,27,18,7
3604,Plada Infotech Services,3.7,211,694,6,22,--
3605,Prem Henna,3.4,210,796,3,--,--
3606,Health Total,3.6,210,705,8,8,--
3607,Sonata Finance,3.9,208,728,8,1,--
3608,Sterling Hospitals,4.1,208,762,5,2,--
3609,Atomberg Technologies,4.1,229,1.3k,16,12,--
3610,Amrita Institute of Medical Sciences and Research,3.9,215,811,6,3,--
3611,The KCP,4.2,213,946,12,8,--
3612,IIT Madras,4.2,212,1.2k,15,6,--
3613,TAJSATS AIR CATERING,4.1,211,740,5,--,--
3614,Emirates Airlines,3.9,211,1.1k,17,--,--
3615,SYSTRA,4.0,211,984,15,--,1
3616,Net Solutions,4.3,211,682,9,8,95
3617,Livguard,4.1,211,1k,11,--,1
3618,FIGMD,3.1,211,2k,4,2,--
3619,Drydocks World Dubai,4.3,211,427,13,5,--
3620,Shaily Engineering Plastics,4.0,210,1k,15,--,--
3621,Pitti Engineering Solutions,4.1,210,1.2k,13,--,--
3622,Nippon Audiotronix,3.6,209,1.1k,6,--,--
3623,EMCO,4.0,207,685,5,--,--
3624,Lobo Staffing Solutions,4.2,212,1.1k,15,2,--
3625,Allengers Medical Systems,3.6,212,978,9,20,6
3626,TresVista,3.1,212,2.1k,62,57,2
3627,Cliantha Research,4.0,212,1.1k,13,10,--
3628,Biz 2 Credit Info Services,3.7,212,1.1k,13,5,11
3629,Polyhose,4.0,212,1.4k,8,11,--
3630,Tata Green Batteries,4.1,211,596,13,--,--
3631,Jaguar Security Services,4.5,211,646,16,2,--
3632,Maxicus,3.7,211,358,20,2,--
3633,Avanze Technologies,2.9,211,1.1k,18,4,11
3634,Big C,3.9,210,689,10,10,--
3635,Aristocrat Technologies,4.1,210,2.3k,25,6,--
3636,Global Calcium,3.7,210,1.3k,14,8,--
3637,Responsive Industries,4.3,210,417,1,6,--
3638,Classplus,3.3,209,1.4k,21,30,3
3639,Evoke Technologies,3.7,213,2.2k,14,--,--
3640,RND Softech,3.5,212,1.2k,21,4,--
3641,Avantor,3.7,212,1.8k,19,17,11
3642,Marksans Pharma,3.4,212,1.2k,9,2,--
3643,Deepak Phenolics,4.5,211,1.5k,19,--,3
3644,TMF Group,3.8,211,1.4k,12,51,--
3645,L&T Water & Effluent Treatment,4.4,210,166,8,--,1
3646,Lam Research,3.9,210,1.7k,30,21,--
3647,SOPAN,4.0,210,902,9,9,1
3648,SMC,3.9,210,1.6k,18,1,--
3649,RWS Group,3.9,209,1.6k,14,7,6
3650,Barista Coffee Company,4.3,209,658,5,4,2
3651,Kosamattam Finance,3.6,209,758,6,1,--
3652,Weddingz.in,3.3,209,1.3k,13,--,--
3653,Velozity Global Solutions,4.9,208,25,1,--,1
3654,The Professional Couriers,3.9,208,1.1k,4,7,--
3655,University of Petroleum & Energy Studies,3.8,208,873,10,2,--
3656,Caretel Infotech,3.7,207,631,9,--,--
3657,Dishnet Wireless,4.3,207,433,--,--,--
3658,S Chand Group,4.1,207,990,3,1,--
3659,Trackon Courier,3.6,206,881,6,5,--
3660,Arundhati Jewellers,4.7,251,222,6,2,--
3661,Sequel Logistics,4.2,213,971,7,5,--
3662,IMC,4.1,210,1.3k,12,13,--
3663,KHY ELECTRONIC,3.7,210,817,24,5,10
3664,Indira Gandhi International Airport,3.9,209,702,8,--,--
3665,Cordlife Sciences India,3.8,209,685,8,17,--
3666,VHS Consulting,3.8,209,1.4k,11,--,--
3667,BARC,4.4,208,935,42,--,--
3668,Sentiss Pharma,4.1,208,1.1k,5,5,--
3669,MEDOPHARM,3.6,208,972,7,1,--
3670,MosChip Technologies,4.3,208,639,6,31,98
3671,Citylife Retail,3.9,208,606,7,--,--
3672,Verifacts Services,3.7,208,687,10,7,--
3673,Teachmint,3.4,208,989,17,--,10
3674,Kalyani Motors,4.0,207,1k,10,19,--
3675,Save the Children,4.5,207,727,7,2,--
3676,Madhucon Projects,3.1,207,754,10,2,--
3677,American Tower Corporation,3.9,207,1.1k,5,--,--
3678,Kangaro Industries,3.9,206,989,12,1,--
3679,Kalpataru International,4.3,222,988,12,--,1
3680,Hughes Systique Corporation,3.9,210,2k,24,20,424
3681,Freelancer.com,4.2,209,29.1k,48,261,--
3682,Toshiba,4.1,208,1.3k,20,--,4
3683,Sakra World Hospital,4.1,208,788,7,--,--
3684,Škoda Auto India,4.4,208,988,3,--,--
3685,Silverskills,3.7,208,1.1k,15,12,--
3686,Ratnamani Metals and Tubes,4.3,208,987,9,6,--
3687,MSCI,4.0,207,2.7k,23,21,13
3688,ABCD,3.8,207,3.4k,42,2,--
3689,Reliance Cement Company,4.3,207,781,7,--,--
3690,Country Club India,3.8,207,656,2,--,--
3691,IM Gears,3.7,207,846,13,2,--
3692,Slr Metaliks,4.4,207,874,14,4,--
3693,Policyboss.com,3.2,207,992,6,7,2
3694,GfK MODE,3.6,206,1.4k,13,18,--
3695,L&T Heavy Civil Infrastructure,4.3,206,863,18,--,7
3696,Southern Petrochemical Industries Corporation,3.6,206,1.3k,15,--,--
3697,DRJ & CO,4.2,206,28,--,--,--
3698,M*Modal,3.6,204,684,2,--,--
3699,Pulse Pharmaceuticals,3.8,211,755,11,6,23
3700,PowerSchool India,3.7,211,2.2k,25,43,--
3701,Teamspace Financial Services,4.2,210,875,10,--,--
3702,The Sparks Foundation,4.3,210,272,15,--,--
3703,Girmiti Software,4.0,209,1.2k,5,6,--
3704,Samarth LifeSciences,3.6,209,841,15,--,2
3705,Equinox Labs,3.9,209,695,24,--,--
3706,UNICEF,3.9,208,623,19,6,--
3707,Paperchase Accountancy,3.2,208,1.2k,18,9,10
3708,Motherhood Hospital,3.9,208,1.1k,12,26,--
3709,TJSB Sahakari Bank,3.9,208,1k,16,--,--
3710,Indigo Paints,4.2,208,915,18,--,--
3711,Anand Rathi: Online Stock Trading & Advisory,4.0,208,2k,10,15,--
3712,CANTABIL RETAIL INDIA,4.3,207,807,13,7,--
3713,Kaleesuwari Refinery,3.9,206,931,4,21,5
3714,TNT Express,4.2,206,465,5,--,--
3715,Puzzolana Machinery Fabricators,3.9,206,895,12,--,1
3716,Prabhat Dairy,3.8,206,926,8,--,--
3717,WizKlub,3.0,206,709,19,16,1
3718,SGT University,3.4,205,881,10,8,2
3719,Globus Stores,3.8,204,767,6,--,--
3720,DCM Shriram Industries,4.2,204,1.1k,10,1,1
3721,Aarti Steels,3.9,203,1k,15,--,1
3722,Expert Global Solutions,3.6,209,1.7k,17,1,--
3723,CollegeDekho,3.4,208,1.5k,35,106,--
3724,Cryoviva Biotech,3.4,207,684,9,2,--
3725,InKnowTech,3.5,207,1.4k,14,--,--
3726,Vyom Labs,3.2,207,2k,21,7,21
3727,NextGen Healthcare,3.5,206,1.6k,10,8,--
3728,IQ BackOffice,3.5,205,1.3k,10,2,1
3729,Property Solutions,3.9,205,1.2k,4,4,--
3730,Dalmia-OCL,3.8,205,628,7,--,--
3731,GKC Projects,4.2,204,580,--,--,--
3732,Sanghi Cement,3.8,204,831,27,--,--
3733,DCDC Kidney Care,4.1,204,432,11,1,--
3734,TCPL Packaging,4.1,204,1.1k,10,6,--
3735,Lipi Data Systems,3.7,203,804,4,1,--
3736,Al Ahleia Switchgear,3.4,203,559,10,--,--
3737,Flash Viven Machining Technologies,3.9,203,1.2k,9,--,--
3738,Yakult Danone India,3.7,208,690,8,--,--
3739,Gold's Gym,3.9,206,713,9,3,--
3740,Mobiloitte Technologies,2.4,206,974,16,41,1
3741,Gold's Gym,3.9,206,713,9,3,--
3742,INOX Air Products,4.4,206,1.2k,9,--,1
3743,Rashtriya Chemicals and Fertilizers,4.3,205,644,6,--,--
3744,Hicare Services,3.8,205,868,11,11,--
3745,Veer-O-- Metals,4.2,205,1.1k,10,--,--
3746,SirionLabs,3.2,205,1.6k,14,18,--
3747,Gufic Biosciences,3.3,205,1k,6,10,--
3748,SHV Energy,3.8,204,1.1k,10,10,--
3749,Cure foods,3.9,204,790,17,--,--
3750,Suresh Surana & Associates,3.5,204,912,7,7,--
3751,Hitachi Consulting,4.0,204,2.2k,3,--,--
3752,Namaste India Foods,4.0,204,657,5,--,--
3753,Himadri Speciality Chemical,4.0,204,1.3k,12,1,--
3754,S.c Johnson Products,4.1,203,620,1,--,6
3755,Orchid Chemicals & Pharmaceuticals,3.8,203,660,3,3,--
3756,Vashi Integrated Solutions Limited,4.0,203,1.1k,12,14,11
3757,Hinduja Group,4.0,203,1.8k,21,64,8
3758,Securens System,4.2,203,707,2,3,--
3759,Navata Road Transport,3.9,202,706,9,17,--
3760,Hindustan Foods,3.8,207,1.3k,16,5,--
3761,Duroflex,4.1,207,1.2k,16,1,--
3762,ExcelR Solutions,4.5,207,543,11,17,7
3763,Kanwar Enterprises,3.5,205,862,14,5,--
3764,GMR Energy,4.4,205,979,10,--,2
3765,Zeta,3.3,205,2.1k,29,48,4
3766,Brinton Pharmaceuticals,4.2,204,533,8,3,--
3767,Ace Designers,4.1,204,1.1k,10,--,--
3768,Cyber Infrastructure,3.4,204,1.2k,19,31,2
3769,OneAssist Consumer Solutions,4.2,204,1.1k,12,2,15
3770,Konexions Back Office Services,3.1,204,1.1k,16,2,--
3771,Billabong High International School,3.8,204,732,7,--,--
3772,Swiss Re,4.0,203,2k,14,--,--
3773,Dvara KGFS,4.1,203,766,11,--,1
3774,Mitsubishi Elevators,4.1,203,864,4,--,--
3775,Classcanyon,4.6,203,63,7,1,--
3776,AISECT,3.9,202,743,5,--,1
3777,Liberty Shoes,3.8,202,874,8,--,--
3778,Malabar Group Of Companies,3.9,202,1.1k,7,126,--
3779,Su-Kam Power Systems,3.6,201,466,2,--,--
3780,Fidelis Technology Services,4.0,223,1.4k,8,1,--
3781,Indifi Technologies,3.8,207,1.4k,9,41,--
3782,Alivira Animal Health,3.6,206,954,14,9,--
3783,Automotive Robotics (India),3.7,206,1.8k,21,6,15
3784,Hudson's Bay Company,4.0,206,1.6k,17,31,--
3785,Enphase Energy,3.1,206,1.8k,25,37,--
3786,Inventys Research,4.2,205,664,3,1,--
3787,Jain University,3.8,205,864,20,--,--
3788,FUJIFILM,4.0,205,990,11,2,--
3789,Navi Technologies,2.7,205,1.4k,28,9,6
3790,Verzeo,2.8,205,412,29,3,--
3791,Clifford Chance,3.7,204,1.7k,12,--,--
3792,Sanjeev Auto Parts Manufacturers,4.3,204,721,11,--,--
3793,Lucas Indian Service,3.7,203,854,9,--,3
3794,Taco Bell,4.3,203,823,17,--,--
3795,Mitsui O.S.K. Lines,4.0,203,1.1k,2,--,--
3796,SMR Automotive Systems India,4.1,203,1.2k,2,--,--
3797,Rainbow Hospital,3.9,203,1k,10,1,--
3798,Sakata Inx,4.1,203,1k,6,1,--
3799,Mindfire Solutions,4.1,202,1.5k,21,4,--
3800,Mindfire Solutions,4.1,202,1.5k,21,4,--
3801,ITCONS e-Solutions,3.6,202,531,11,9,--
3802,Geo Chem Laboratories,4.0,201,746,7,11,--
3803,Javi Systems,3.8,201,726,5,--,--
3804,Dee Vee Projects,3.9,201,779,9,--,--
3805,Saurav Chemicals,3.8,200,905,9,11,4
3806,Indo German Tool Room,3.9,198,645,8,--,--
3807,Advanced Micro Devices,4.0,204,2k,24,306,--
3808,Essar Power,4.4,203,1.1k,4,--,4
3809,Técnicas Reunidas,4.2,203,860,17,--,--
3810,Modi Mundi Pharma,4.0,202,523,9,10,--
3811,PaySquare Consultancy,4.1,202,1.4k,8,1,--
3812,Innoviti Technologies Private Limited,3.4,202,1.4k,17,21,6
3813,IndustryBuying.com,3.2,202,1.2k,14,36,--
3814,Fluentgrid,4.1,201,1.5k,17,23,--
3815,Amcor Flexibles India,3.7,201,1.1k,9,1,--
3816,Poonawalla Housing Finance,3.7,201,838,10,--,--
3817,Zamil Air Conditioners,4.2,201,635,8,--,--
3818,Adani Gas,3.6,201,1.8k,21,--,--
3819,Meenakshi Polymers,3.5,201,964,12,--,--
3820,ICICI Foundation for Inclusive Growth,4.0,200,641,11,2,--
3821,Born Group,3.7,200,1.9k,16,--,--
3822,Indo Amines,3.2,200,1.2k,9,5,4
3823,Reliable Autotech,4.3,199,994,6,1,--
3824,Ivy Hospital,3.7,199,792,8,20,--
3825,Arabtec Construction,4.6,198,504,3,--,--
3826,Hyundai Heavy Industries,4.2,192,434,8,--,--
3827,Allegis Global Solutions,3.6,205,1.2k,6,10,--
3828,Kapston Services,4.6,205,643,12,8,1
3829,Axis Finance,4.1,204,1.4k,12,116,--
3830,ITM Group of Institutions,4.1,203,940,9,1,--
3831,VIKRAN Engineering & Exim,4.2,203,859,20,--,2
3832,Edureka,3.5,202,1.3k,19,24,11
3833,Webkul Software,3.8,202,1.2k,30,14,10
3834,Walsons Facility Solutions,4.0,202,972,5,13,--
3835,NXP Semiconductors,3.9,201,2.1k,29,62,--
3836,Ck Birla Hospitals,4.2,201,834,8,--,2
3837,ShipRocket,3.4,200,1.6k,17,36,5
3838,AGI Glaspac,3.7,200,748,12,--,2
3839,Uniinfo Telecom Services,4.0,200,527,8,4,--
3840,Nuance Transcription Services,4.1,200,775,1,--,--
3841,Vision Express,4.1,199,556,1,--,--
3842,Panzer Technologies,4.8,199,210,2,21,--
3843,Softtek,3.9,199,1.8k,12,20,9
3844,Bharat Institutions,3.9,199,192,3,--,--
3845,Metawallah,4.9,199,24,6,--,--
3846,Smc Insurance Brokers,4.0,198,805,6,7,1
3847,PreludeSys,3.3,197,1.2k,20,70,4
3848,Maharishi Vidya Mandir,4.3,196,607,9,--,--
3849,Naandi Foundation,4.0,202,545,11,--,--
3850,GITAM University,4.0,201,954,14,12,--
3851,Tata Play Fiber,4.3,201,959,8,--,--
3852,Cargo Service Center India,3.8,200,726,11,1,2
3853,Anglo-Eastern Ship Management,3.8,199,600,11,1,1
3854,Sterling Talent Solutions,3.9,199,919,8,1,--
3855,Indian Institute of Science,4.4,199,1.2k,15,--,--
3856,Amrutanjan Health Care,3.8,199,536,12,1,--
3857,Perkins,4.6,198,978,8,--,--
3858,Trantor,3.5,198,1.7k,21,20,--
3859,Bravura Solutions,4.1,198,1.3k,12,2,10
3860,Nuclear Power Corporation of India,4.0,204,905,26,--,--
3861,ONPASSIVE,3.5,203,1k,17,11,3
3862,Accurate Global Alliances,4.7,203,55,9,--,--
3863,Ceat Specialty Tyres,4.0,202,981,12,--,--
3864,Adda 247,3.4,200,977,10,47,--
3865,TITAGARH WAGONS,3.2,199,961,15,7,--
3866,Qentelli,4.0,199,1.2k,13,39,25
3867,Livguard Energy Technologies,4.3,199,622,6,2,--
3868,Gujarat State Fertilizers & Chemicals,4.5,198,882,9,2,--
3869,Civica India,4.1,198,1.5k,22,1,17
3870,BMW,4.3,198,1.2k,11,--,--
3871,Fingent,4.5,198,779,19,5,36
3872,Kusum Healthcare,4.0,198,1k,5,--,1
3873,Bazar India,3.9,198,528,13,--,--
3874,Autocomp Corporation Panse,3.5,198,1.1k,9,2,--
3875,Bliss Gvs Pharma,3.9,198,1.3k,14,6,--
3876,Sears Holdings,3.7,197,1.8k,6,--,--
3877,Organic India,4.3,197,883,13,1,4
3878,Jodas Expoim,3.6,197,1.1k,19,7,--
3879,Sistema Shyam Teleservices,4.8,197,302,--,6,--
3880,Amentum,4.0,193,226,6,9,--
3881,NIKE,4.3,202,1.3k,25,--,--
3882,R.K.M Powergen,4.0,201,1k,14,--,1
3883,Avalara Technologies,4.1,199,1.8k,25,198,16
3884,Clean Harbors,3.5,199,1.5k,15,10,5
3885,Praxair,4.3,197,949,6,--,--
3886,Costa Cruise Lines,4.3,197,360,10,--,--
3887,Tata nexarc,3.3,197,764,19,29,--
3888,Control Print,3.9,196,1.1k,17,13,--
3889,ITC Limited - Paperboards Specialty Papers Division,3.9,196,954,12,--,--
3890,PrimeXBT,4.7,196,7,--,--,--
3891,Autometers Alliance,4.5,195,1k,12,--,--
3892,Rajasthan Patrika,3.2,194,1k,6,--,--
3893,TimesPro,3.4,202,938,13,84,7
3894,KiwiTech,3.5,200,1.6k,23,--,--
3895,Jayashree Polymers,3.6,199,1.2k,14,2,--
3896,Rubicon Research,3.4,198,1.4k,12,13,--
3897,Balaji Enterprises,4.2,197,1.3k,7,--,--
3898,Ozone Pharmaceuticals,3.7,197,747,1,18,--
3899,The Fern Residency,4.1,197,843,2,--,--
3900,Mantri Developers,3.6,197,1k,3,14,--
3901,Toyota Tsusho,4.1,197,1.3k,9,19,--
3902,Tokai Rubber Auto Parts India,3.7,196,870,13,1,--
3903,Jaguar Land Rover,4.1,196,1.4k,22,--,5
3904,Ciron Drugs & Pharmaceuticals,3.3,196,1.2k,14,3,--
3905,United India Insurance Company,4.3,195,590,8,--,--
3906,AYN InfoTech,4.7,195,224,--,1,--
3907,U R Rao Satellite Centre,4.5,195,126,9,--,--
3908,Atibir Industries,3.8,194,724,2,--,--
3909,Skillmine Technology Consulting,4.0,200,1.1k,11,4,11
3910,Pinkerton,3.9,198,887,10,4,1
3911,Smartworks,3.4,198,1.4k,22,44,--
3912,Clove Dental,3.6,198,944,16,19,--
3913,Casio India Company,2.8,197,840,18,21,--
